,average_order_value,best_day,best_hour,between_7_to_8_gmt,email_last_send_date,first_seen_date,frequency_score,highest_order_value,last_payment_method,last_purchase_date,last_purchase_value,last_seen_date,lifecycle_id,lowest_order_value,monetary_score,orders_with_promo_count,orders_with_promo_percent,orders_without_promo_count,orders_without_promo_percent,pin_code,purchased,push_last_send_date,recency_score,rfm_total_score,segmentation_last_process_date,session_on_sunday,time_to_first_purchase,total_event_done,total_frequency_monetary,total_revenue,user_id,user_tag
654,564092.85714286,thursday,9.0,2.0,2017-02-08T04:41:58,2015-08-22T13:20:39,5.0,4550000.0,payment_method_deposit,2017-03-06T05:18:39,250000.0,2017-03-06T07:21:30,19509.0,10000.0,9.0,0.0,-7.1,16.0,107.1,3657499,15.0,1970-01-01T00:00:00,9.0,23.0,2017-02-02T11:42:01,1.0,361.0,116.0,14.0,8180800.0,57b57b588dbb1b97428b456f,customer
655,3909000.0,monday,23.0,2.0,2017-03-02T03:19:29,2015-06-07T18:50:06,1.0,6700000.0,payment_method_deposit,2017-02-21T02:26:45,127000.0,2017-02-22T00:19:44,19504.0,127000.0,9.0,1.0,33.3,2.0,66.7,3722161,3.0,1970-01-01T00:00:00,9.0,19.0,2016-11-09T11:30:27,3.0,539.0,41.0,10.0,11727000.0,5777d58b7b6851e7ab8b7cbc,customer
656,450000.0,sunday,16.0,1.0,2017-03-02T03:18:08,2016-10-10T04:41:24,0.0,450000.0,kartu kredit / debit,2017-01-26T04:11:44,450000.0,2017-03-02T18:25:27,19500.0,450000.0,9.0,0.0,0.0,1.0,100.0,1005134,1.0,1970-01-01T00:00:00,9.0,18.0,2016-11-17T16:35:20,3.0,107.0,24.0,9.0,450000.0,58087dfc4ad177cec489e591,customer
657,700000.0,saturday,8.0,1.0,2017-03-02T04:24:55,2016-08-15T11:15:17,0.0,700000.0,transfer bank,2017-01-14T10:48:40,700000.0,2017-03-02T11:21:24,19501.0,700000.0,9.0,0.0,0.0,3.0,100.0,1540291,3.0,1970-01-01T00:00:00,9.0,18.0,2016-11-20T11:01:38,3.0,123.0,274.0,9.0,700000.0,57b1a4457b685128128b45da,customer
658,99000.0,monday,13.0,1.0,2017-03-02T04:24:17,2016-09-03T17:38:13,0.0,99000.0,payment_method_deposit,2017-03-04T17:39:57,99000.0,2017-03-06T16:33:56,19509.0,99000.0,9.0,0.0,0.0,2.0,100.0,11937155,2.0,1970-01-01T00:00:00,9.0,18.0,2016-11-14T17:58:21,6.0,180.0,131.0,9.0,198000.0,57cb0a858dbb1b17518b45a1,customer
659,87500.0,sunday,14.0,1.0,2017-03-02T03:15:07,2016-10-25T05:11:30,0.0,110000.0,indomaret / ceriamart,2017-02-19T08:42:19,65000.0,2017-03-06T16:54:11,19503.0,65000.0,9.0,0.0,0.0,2.0,100.0,10758208,2.0,1970-01-01T00:00:00,9.0,18.0,1970-01-01T00:00:00,6.0,110.0,28.0,9.0,175000.0,5879f3c0c3ffe70ead04f88b,customer
660,177200.0,wednesday,3.0,14.0,2017-03-02T03:23:16,2016-08-17T16:40:35,6.0,578000.0,payment_method_instant,2017-02-22T08:51:51,146000.0,2017-03-07T01:26:26,19509.0,18600.0,9.0,0.0,0.0,16.0,100.0,8183951,16.0,1970-01-01T00:00:00,9.0,24.0,2016-11-20T15:36:17,3.0,0.0,641.0,15.0,2835200.0,57b49383d9876fdf9b8b4988,customer
661,278450.0,monday,7.0,6.0,2017-03-07T03:00:58,2014-12-22T22:59:28,0.0,532900.0,mandiri clickpay,2016-09-19T03:47:11,24000.0,2017-03-04T09:54:49,19505.0,24000.0,9.0,0.0,0.0,2.0,100.0,370245,2.0,1970-01-01T00:00:00,7.0,16.0,2016-11-21T08:00:11,1.0,1335.0,37.0,9.0,556900.0,57766c2d7b685173608b4e8a,customer
662,3555714.2857143,friday,15.0,1.0,2017-03-07T03:00:50,2016-04-14T09:23:28,2.0,4978000.0,seven eleven,2016-08-12T04:25:02,4978000.0,2017-03-02T10:55:26,19508.0,2489000.0,9.0,0.0,0.0,7.0,100.0,3962055,7.0,1970-01-01T00:00:00,6.0,17.0,1970-01-01T00:00:00,11.0,0.0,86.0,11.0,24890000.0,57ac37488dbb1b3e068b45b8,customer
663,260000.0,monday,7.0,11.0,2017-03-07T03:00:26,2011-12-23T18:41:33,1.0,430000.0,klikbca,2017-01-20T01:23:06,350000.0,2017-02-22T06:48:20,19503.0,350000.0,9.0,0.0,0.0,6.0,100.0,191819,6.0,1970-01-01T00:00:00,9.0,19.0,2016-11-20T15:10:48,15.0,1801.0,279.0,10.0,780000.0,577678637b6851fb778b4f43,customer
664,177116.66666667,monday,8.0,7.0,2017-03-07T03:00:40,2016-10-11T08:55:01,2.0,290000.0,kartu kredit / debit,2017-01-19T06:48:30,240000.0,2017-03-02T17:59:15,19506.0,69700.0,9.0,0.0,0.0,6.0,100.0,7906719,6.0,1970-01-01T00:00:00,9.0,20.0,2016-11-17T09:41:41,1.0,15.0,339.0,11.0,1062700.0,57fca8e58dbb1b37b98b4568,customer
665,801000.0,wednesday,7.0,5.0,2017-02-23T02:07:03,2016-10-17T04:34:19,2.0,1628000.0,transfer bank,2017-01-01T18:23:04,33000.0,2017-03-03T10:24:08,19507.0,33000.0,9.0,0.0,0.0,6.0,100.0,7479933,6.0,1970-01-01T00:00:00,7.0,18.0,2017-02-15T19:16:16,5.0,0.0,90.0,11.0,4806000.0,580454cc4ad177cec4fb15fa,customer
666,21000.0,monday,5.0,1.0,2017-03-02T04:26:05,2015-05-21T23:06:44,0.0,21000.0,indomaret,2016-11-10T10:51:10,21000.0,2017-03-02T02:04:14,19502.0,21000.0,9.0,0.0,0.0,1.0,100.0,3485402,1.0,1970-01-01T00:00:00,9.0,18.0,2016-11-21T02:08:23,4.0,538.0,62.0,9.0,21000.0,577757c37b68512d788bc256,customer
667,420000.0,tuesday,4.0,12.0,2017-02-20T08:15:23,2016-08-16T04:25:55,0.0,600000.0,transfer bank,2017-01-10T04:03:34,240000.0,2017-03-07T04:49:02,19503.0,240000.0,9.0,0.0,0.0,3.0,100.0,7103047,3.0,1970-01-01T00:00:00,9.0,18.0,2016-11-21T05:02:34,1.0,108.0,431.0,9.0,840000.0,57b295d38dbb1b41b08b456c,customer
668,101250.0,sunday,7.0,6.0,2017-03-02T03:13:40,2016-08-30T04:41:34,0.0,3025000.0,kartu kredit / debit,2017-01-30T04:41:32,32500.0,2017-03-04T15:48:28,19503.0,32500.0,9.0,0.0,0.0,3.0,100.0,9936307,3.0,1970-01-01T00:00:00,9.0,18.0,2016-11-19T03:01:18,18.0,128.0,330.0,9.0,3227500.0,57c50e7e8dbb1bb4cb8b4575,customer
669,843536.0,friday,14.0,3.0,2017-03-06T04:47:00,2015-10-31T17:56:38,0.0,1061072.0,payment_method_deposit,2017-02-15T12:16:50,626000.0,2017-02-15T12:18:30,19509.0,626000.0,9.0,0.0,0.0,2.0,100.0,8899737,2.0,1970-01-01T00:00:00,9.0,18.0,2016-11-14T19:46:42,2.0,472.0,49.0,9.0,1687072.0,57bec2937b6851b5c18b46f3,customer
670,41200.0,monday,3.0,6.0,2017-03-02T03:18:04,2016-08-25T03:36:14,3.0,85000.0,transfer bank,2017-02-22T09:00:54,37500.0,2017-03-07T06:07:18,19509.0,18000.0,9.0,0.0,0.0,10.0,100.0,6569873,10.0,1970-01-01T00:00:00,9.0,21.0,2016-11-16T08:41:34,2.0,111.0,206.0,12.0,412000.0,57be67ae8dbb1baa2a8b458b,customer
671,900000.0,thursday,2.0,1.0,2017-02-20T08:10:33,2017-01-22T03:22:09,0.0,900000.0,indomaret,2017-01-22T04:04:12,900000.0,2017-02-09T07:51:23,19500.0,900000.0,9.0,0.0,0.0,2.0,100.0,15863105,2.0,1970-01-01T00:00:00,9.0,18.0,1970-01-01T00:00:00,4.0,0.0,94.0,9.0,900000.0,58842567c3ffe70eadae6080,customer
672,707314.28571429,thursday,9.0,10.0,2017-03-06T04:47:03,2016-08-12T07:53:42,2.0,3200000.0,transfer bank,2017-02-18T14:42:15,119800.0,2017-03-06T10:29:38,19506.0,43000.0,9.0,0.0,-57.1,11.0,157.1,6636573,7.0,1970-01-01T00:00:00,9.0,20.0,2017-02-14T18:42:17,2.0,12.0,179.0,11.0,4951200.0,57ad80868dbb1b50398b457a,customer
673,330434.5,thursday,2.0,1.0,2017-03-02T03:19:26,2017-01-24T01:08:08,1.0,485000.0,transfer bank,2017-02-16T03:04:27,97500.0,2017-03-02T00:16:09,19509.0,97500.0,9.0,0.0,-25.0,5.0,125.0,15916475,4.0,1970-01-01T00:00:00,9.0,19.0,2017-02-09T07:59:26,1.0,0.0,149.0,10.0,1321738.0,5886a8f8c3ffe70ead0c152e,customer
674,729500.0,wednesday,15.0,12.0,2017-02-17T06:46:11,2016-08-20T16:43:02,1.0,2550000.0,payment_method_atm_transfer,2017-02-26T23:23:36,68000.0,2017-02-27T14:17:35,19503.0,68000.0,9.0,0.0,0.0,4.0,100.0,2592310,4.0,1970-01-01T00:00:00,9.0,19.0,2016-11-14T17:56:31,8.0,102.0,926.0,10.0,2918000.0,57b888968dbb1bb8c78b4581,customer
675,116828.25,wednesday,15.0,1.0,2017-03-07T07:23:57,2016-09-06T03:51:54,6.0,356000.0,payment_method_atm_transfer,2017-03-05T08:24:56,72000.0,2017-03-05T08:25:08,19509.0,31999.0,9.0,0.0,0.0,16.0,100.0,4787460,16.0,1970-01-01T00:00:00,9.0,24.0,2017-02-07T15:06:11,2.0,147.0,40.0,15.0,1869252.0,5817038dc0ef75157d633899,customer
676,66000.0,friday,4.0,17.0,2017-03-07T07:22:48,2016-08-18T11:12:59,0.0,128000.0,kartu kredit / debit,2017-02-23T09:26:41,128000.0,2017-03-01T09:08:35,19509.0,4000.0,9.0,0.0,0.0,2.0,100.0,560265,2.0,1970-01-01T00:00:00,9.0,18.0,2016-11-21T08:22:25,1.0,39.0,705.0,9.0,132000.0,57b5983b7b6851e09b8b47b4,customer
677,81227.181818182,wednesday,4.0,1.0,2017-03-07T07:22:50,2015-07-13T10:00:18,4.0,117000.0,transfer bank,2017-02-22T05:06:27,90000.0,2017-03-03T10:36:30,19509.0,12500.0,9.0,0.0,0.0,11.0,100.0,4251793,11.0,1970-01-01T00:00:00,9.0,22.0,2017-02-01T07:20:27,1.0,442.0,227.0,13.0,893499.0,577784e57b685108788bedfb,customer
678,6810000.0,sunday,17.0,5.0,2017-03-07T07:23:59,2016-08-13T17:35:48,0.0,12950000.0,transfer bank,2016-11-04T15:57:35,670000.0,2017-03-04T19:32:12,19505.0,670000.0,9.0,0.0,0.0,3.0,100.0,9779184,3.0,1970-01-01T00:00:00,9.0,18.0,2016-11-20T18:46:52,15.0,56.0,253.0,9.0,13894500.0,57af5a748dbb1bd3df8b4576,customer
679,122376.41791045,wednesday,3.0,28.0,2017-03-07T07:24:02,2016-08-31T01:56:02,9.0,440000.0,payment_method_deposit,2017-03-04T11:20:25,39000.0,2017-03-06T09:50:24,19509.0,21500.0,9.0,17.0,25.4,50.0,74.6,11839327,67.0,1970-01-01T00:00:00,9.0,27.0,2016-11-21T04:05:00,11.0,42.0,1152.0,18.0,8199220.0,57c639328dbb1b9e988b4590,customer
680,13920.0,monday,7.0,10.0,2017-03-07T07:23:58,2016-08-18T12:24:20,2.0,46600.0,transfer bank,2017-03-06T09:38:03,23000.0,2017-03-06T13:06:11,19509.0,23000.0,9.0,0.0,0.0,5.0,100.0,2077901,2.0,1970-01-01T00:00:00,9.0,20.0,2017-03-06T07:24:16,1.0,102.0,258.0,11.0,69600.0,57b5a8f47b68511fb58b47a6,customer
681,281800.0,sunday,5.0,2.0,2017-03-01T03:03:04,2015-02-16T22:03:31,2.0,674000.0,payment_method_instant,2017-02-26T07:18:08,674000.0,2017-02-26T07:28:57,19500.0,85000.0,9.0,0.0,0.0,5.0,100.0,2542332,5.0,1970-01-01T00:00:00,9.0,20.0,2016-11-14T16:59:09,5.0,685.0,23.0,11.0,1409000.0,5776ae257b68512e788b7fbd,customer
682,142000.0,thursday,4.0,7.0,2017-03-07T07:22:52,2011-02-09T12:43:32,1.0,144000.0,transfer bank,2017-02-06T07:11:20,140000.0,2017-03-02T16:31:08,19503.0,140000.0,9.0,0.0,0.0,3.0,100.0,142246,2.0,1970-01-01T00:00:00,9.0,19.0,2017-02-07T17:04:52,5.0,2148.0,205.0,10.0,284000.0,577669517b685169608b526d,customer
683,145369.4,wednesday,11.0,7.0,2017-03-07T07:22:49,2016-09-23T16:13:09,2.0,216998.0,payment_method_deposit,2017-02-18T17:39:09,149499.0,2017-03-07T07:39:30,19506.0,107400.0,9.0,0.0,0.0,5.0,100.0,10878750,5.0,1970-01-01T00:00:00,9.0,20.0,2017-02-08T07:32:29,6.0,18.0,206.0,11.0,726847.0,57e554958dbb1b10cb8b459c,customer
684,97277.777777778,friday,6.0,3.0,2017-03-07T07:22:49,2016-08-24T09:43:54,3.0,180000.0,payment_method_instant,2017-02-23T20:55:04,113000.0,2017-03-01T19:03:30,19509.0,72000.0,9.0,0.0,0.0,9.0,100.0,10170035,9.0,1970-01-01T00:00:00,9.0,21.0,2016-11-17T21:01:08,3.0,174.0,157.0,12.0,875500.0,57bd6c5a8dbb1b666b8b4569,customer
685,563772.75,monday,3.0,12.0,2017-02-08T04:30:41,2014-10-02T20:39:13,9.0,2599000.0,klikbca,2017-02-21T01:33:11,153900.0,2017-03-07T06:56:01,19509.0,27500.0,9.0,3.0,10.7,25.0,89.3,1570558,28.0,1970-01-01T00:00:00,9.0,27.0,2016-11-21T09:38:42,32.0,679.0,2462.0,18.0,15785637.0,5776afca7b685148788b96fa,customer
686,78747.5,friday,14.0,2.0,2017-03-07T03:00:58,2015-04-13T17:31:07,2.0,125987.0,payment_method_instant,2017-02-19T03:23:00,47000.0,2017-02-21T14:38:28,19509.0,47000.0,9.0,0.0,16.7,6.0,83.3,3108145,7.0,1970-01-01T00:00:00,9.0,20.0,2017-02-03T09:30:08,5.0,639.0,39.0,11.0,497684.0,577759bd7b685109788bd292,customer
687,644312.25,sunday,15.0,9.0,2017-03-02T04:24:54,2016-08-11T15:26:09,3.0,2194000.0,payment_method_instant,2017-02-15T17:33:23,76998.0,2017-03-05T16:08:28,19506.0,55000.0,9.0,1.0,11.1,8.0,88.9,6735253,8.0,1970-01-01T00:00:00,9.0,21.0,2017-02-20T05:22:35,52.0,38.0,398.0,12.0,5154498.0,57ac9911d9876fdd048b4579,customer
688,1413075.0,wednesday,4.0,1.0,2017-03-03T08:23:37,2016-08-18T02:01:47,0.0,2671150.0,payment_method_instant,2017-03-05T08:12:47,155000.0,2017-03-05T08:12:56,19509.0,155000.0,9.0,0.0,0.0,2.0,100.0,869009,2.0,1970-01-01T00:00:00,9.0,18.0,2016-11-16T09:35:53,2.0,181.0,19.0,9.0,2826150.0,57b5170b8dbb1b11c88b456e,customer
689,89377.777777778,monday,13.0,10.0,2017-03-07T07:23:59,2015-06-10T00:52:08,3.0,265000.0,payment_method_deposit,2017-03-05T15:50:22,204000.0,2017-03-05T15:50:33,19509.0,20000.0,9.0,0.0,0.0,9.0,100.0,3754826,9.0,1970-01-01T00:00:00,9.0,21.0,2016-11-21T10:13:24,33.0,443.0,899.0,12.0,804400.0,577786217b685106788bc131,customer
690,270692.30769231,thursday,3.0,12.0,2017-03-07T07:25:09,2016-09-01T01:45:26,5.0,634300.0,transfer bank,2017-01-17T15:35:41,190000.0,2017-03-06T04:39:55,19506.0,165000.0,9.0,0.0,0.0,13.0,100.0,7361453,13.0,1970-01-01T00:00:00,9.0,23.0,2016-11-14T16:18:26,37.0,19.0,2568.0,14.0,3519000.0,57c788368dbb1b717c8b457a,customer
691,315780.0,monday,6.0,4.0,2017-03-02T03:22:13,2014-02-04T14:34:59,2.0,1050000.0,transfer bank,2017-02-07T06:22:44,1050000.0,2017-02-28T20:20:12,19506.0,89000.0,9.0,0.0,0.0,5.0,100.0,770524,5.0,1970-01-01T00:00:00,9.0,20.0,2016-11-21T03:55:36,1.0,1065.0,161.0,11.0,1578900.0,577692127b685146788b8e7f,customer
692,153500.0,thursday,8.0,10.0,2017-03-07T07:23:58,2016-08-18T08:31:47,2.0,575000.0,transfer bank,2017-01-25T05:59:31,40000.0,2017-03-07T09:44:14,19506.0,37500.0,9.0,1.0,12.5,7.0,87.5,4144786,7.0,1970-01-01T00:00:00,8.0,19.0,2017-02-02T00:50:02,21.0,0.0,468.0,11.0,1074500.0,57b572738dbb1bd8398b456f,customer
693,1624500.0,wednesday,7.0,7.0,2017-03-03T08:23:37,2016-08-17T05:19:28,2.0,3700000.0,kartu kredit / debit,2017-02-07T05:09:42,70000.0,2017-03-05T04:53:31,19506.0,70000.0,9.0,0.0,0.0,5.0,100.0,5261431,5.0,1970-01-01T00:00:00,9.0,20.0,2016-11-20T15:48:12,6.0,97.0,287.0,11.0,8122500.0,57b3f3e08dbb1b3fd58b4573,customer
694,268433.33333333,thursday,14.0,10.0,2017-03-04T03:01:48,2016-11-18T08:45:08,6.0,1027000.0,payment_method_instant,2017-02-14T22:14:04,171000.0,2017-02-28T23:07:44,19509.0,40000.0,9.0,2.0,13.3,13.0,86.7,5772889,15.0,1970-01-01T00:00:00,9.0,24.0,1970-01-01T00:00:00,15.0,6.0,1639.0,15.0,4026500.0,58333df0c0ef75157df68b49,customer
695,278266.66666667,monday,7.0,11.0,2017-03-07T07:22:50,2016-08-16T07:21:59,3.0,974900.0,transfer bank,2017-02-19T13:40:25,50000.0,2017-03-04T16:05:48,19509.0,30000.0,9.0,0.0,0.0,9.0,100.0,1967417,9.0,1970-01-01T00:00:00,9.0,21.0,2017-02-05T07:00:04,5.0,5.0,138.0,12.0,2504400.0,57b2bf178dbb1bead28b459a,customer
696,159000.0,wednesday,12.0,5.0,2017-03-07T07:25:06,2015-08-07T17:24:48,3.0,317000.0,payment_method_atm_transfer,2017-02-22T14:49:06,288000.0,2017-03-07T01:48:14,19509.0,35000.0,9.0,0.0,0.0,9.0,100.0,4532010,9.0,1970-01-01T00:00:00,9.0,21.0,2017-02-07T15:45:52,3.0,535.0,144.0,12.0,1431000.0,577796d27b685150788beab4,customer
697,96125.0,saturday,16.0,11.0,2017-03-02T03:16:40,2016-08-13T12:57:18,2.0,427000.0,transfer bank,2017-01-26T07:07:07,80000.0,2017-02-23T22:50:12,19506.0,80000.0,9.0,0.0,0.0,11.0,100.0,2337940,11.0,1970-01-01T00:00:00,9.0,20.0,2016-11-16T16:15:16,45.0,114.0,1067.0,11.0,769000.0,57af192e8dbb1b7fa88b4581,customer
698,245372.72727273,monday,7.0,37.0,2017-03-06T04:46:57,2016-08-12T00:30:17,4.0,880000.0,payment_method_instant,2017-02-15T01:02:06,623000.0,2017-02-19T02:54:12,19509.0,2600.0,9.0,0.0,-27.3,14.0,127.3,3068544,11.0,1970-01-01T00:00:00,9.0,22.0,2017-02-02T11:34:07,9.0,49.0,664.0,13.0,2699100.0,57ad18998dbb1b11c98b457b,customer
699,195526.0,wednesday,10.0,2.0,2017-03-07T03:00:28,2012-09-05T14:54:54,6.0,562000.0,payment_method_atm_transfer,2017-02-17T17:03:26,190000.0,2017-03-06T15:39:37,19506.0,50000.0,9.0,3.0,25.0,12.0,75.0,433387,16.0,1970-01-01T00:00:00,9.0,24.0,2017-02-15T01:18:15,3.0,1521.0,408.0,15.0,3128416.0,577680e47b68514e788b4de1,customer
700,1313000.0,sunday,13.0,2.0,2017-02-14T07:28:48,2015-05-28T09:30:46,1.0,3064000.0,klikbca,2017-02-05T09:18:37,745000.0,2017-02-09T10:33:21,19509.0,130000.0,9.0,0.0,0.0,3.0,100.0,3562764,3.0,1970-01-01T00:00:00,9.0,19.0,2017-02-07T13:31:22,17.0,458.0,140.0,10.0,3939000.0,577753127b6851fe778bc5d9,customer
701,344029.03225806,thursday,2.0,21.0,2017-03-02T03:15:06,2016-08-11T05:56:26,9.0,2120000.0,mandiri clickpay,2017-03-06T02:18:18,135000.0,2017-03-07T02:48:15,19509.0,37500.0,9.0,0.0,0.0,31.0,100.0,7994194,31.0,1970-01-01T00:00:00,9.0,27.0,2016-11-18T14:37:06,59.0,7.0,1556.0,18.0,10664900.0,57ac138ad9876f07638b7233,customer
702,2407500.0,monday,10.0,1.0,2017-03-02T03:19:27,2016-12-01T14:58:07,0.0,2415000.0,klikbca,2017-02-01T03:52:46,2400000.0,2017-02-15T08:21:04,19509.0,2400000.0,9.0,0.0,0.0,1.0,100.0,14382453,2.0,1970-01-01T00:00:00,9.0,18.0,2017-02-01T07:38:27,2.0,61.0,39.0,9.0,4815000.0,58403a80c3ffe70eada8dfaa,customer
703,223271.28571429,monday,1.0,5.0,2017-03-02T03:18:07,2016-09-12T02:07:25,2.0,600000.0,klikbca,2017-03-06T01:35:54,80000.0,2017-03-06T08:35:59,19509.0,80000.0,9.0,0.0,-42.9,10.0,142.9,12127282,7.0,1970-01-01T00:00:00,9.0,20.0,2017-02-03T02:26:04,5.0,15.0,111.0,11.0,1562899.0,57d60ddd8dbb1b1b0b8b456f,customer
704,283851.15,thursday,4.0,29.0,2017-03-07T07:25:08,2012-12-19T10:51:41,8.0,980000.0,payment_method_deposit,2017-02-14T16:34:24,205000.0,2017-03-07T10:14:32,19506.0,15000.0,9.0,1.0,-5.0,22.0,105.0,370590,21.0,1970-01-01T00:00:00,9.0,26.0,2017-02-02T09:04:07,70.0,1330.0,2537.0,17.0,5717923.0,57766c397b685173608b4fde,customer
705,687650.0,friday,5.0,9.0,2017-03-02T03:15:07,2016-09-11T17:33:31,5.0,1299000.0,indomaret,2017-02-01T06:17:03,50000.0,2017-02-08T13:42:55,19506.0,50000.0,9.0,0.0,0.0,13.0,100.0,12133975,9.0,1970-01-01T00:00:00,9.0,23.0,2017-02-02T22:06:02,13.0,18.0,263.0,14.0,6188850.0,57d5956b8dbb1b7b2c8b4585,customer
706,685857.14285714,wednesday,4.0,1.0,2017-03-02T03:22:12,2014-04-09T18:29:25,2.0,1371000.0,payment_method_atm_transfer,2017-02-25T04:15:07,1371000.0,2017-03-03T12:09:24,19509.0,58000.0,9.0,0.0,0.0,7.0,100.0,899938,7.0,1970-01-01T00:00:00,9.0,20.0,2017-02-20T05:23:17,1.0,1009.0,17.0,11.0,4801000.0,5776afeb7b685148788b99aa,customer
707,328600.0,saturday,8.0,2.0,2017-03-03T08:23:38,2016-09-04T07:31:58,0.0,328600.0,payment_method_instant,2017-02-14T18:25:08,328600.0,2017-02-14T18:25:13,19499.0,328600.0,9.0,0.0,0.0,1.0,100.0,11949545,1.0,1970-01-01T00:00:00,9.0,18.0,2016-11-14T16:35:48,5.0,163.0,156.0,9.0,328600.0,57cbcdee8dbb1b398a8b45ca,customer
708,497019.8,friday,6.0,3.0,2017-03-07T07:22:48,2016-08-24T05:41:34,2.0,1750000.0,payment_method_atm_transfer,2017-02-26T01:34:03,212000.0,2017-03-01T19:06:38,19509.0,58000.0,9.0,0.0,-60.0,8.0,160.0,4220256,5.0,1970-01-01T00:00:00,9.0,20.0,2017-02-14T16:39:32,1.0,119.0,99.0,11.0,2485099.0,57bd338e7b6851f0718b4a46,customer
709,154000.0,wednesday,6.0,1.0,2017-03-01T06:10:59,2016-08-29T07:07:44,0.0,154000.0,payment_method_instant,2017-02-15T16:08:13,154000.0,2017-03-02T11:05:36,19500.0,154000.0,9.0,0.0,0.0,1.0,100.0,11450708,1.0,1970-01-01T00:00:00,9.0,18.0,2016-11-10T06:37:33,2.0,170.0,24.0,9.0,154000.0,57c3df407b685117fc8b4ed6,customer
710,103975.0,monday,6.0,19.0,2017-03-02T03:15:10,2016-08-11T07:59:51,1.0,170000.0,payment_method_instant,2017-02-20T02:42:04,75900.0,2017-02-20T02:42:09,19509.0,75900.0,9.0,0.0,0.0,4.0,100.0,6013085,4.0,1970-01-01T00:00:00,9.0,19.0,2016-11-14T17:47:18,18.0,0.0,1328.0,10.0,415900.0,57ac30778dbb1bdbfc8b45f0,customer
711,257500.0,sunday,23.0,9.0,2017-03-03T08:23:40,2016-08-11T13:11:20,1.0,550000.0,payment_method_instant,2017-02-14T18:58:49,110000.0,2017-03-01T00:06:04,19506.0,110000.0,9.0,0.0,0.0,5.0,100.0,1309171,5.0,1970-01-01T00:00:00,9.0,19.0,2016-11-21T04:40:24,62.0,76.0,878.0,10.0,1275000.0,57ac79788dbb1b9e458b4567,customer
712,161024.5,sunday,5.0,1.0,2017-03-02T03:22:14,2017-01-05T13:46:46,2.0,313000.0,payment_method_atm_transfer,2017-03-06T07:50:23,139000.0,2017-03-06T10:23:12,19509.0,39000.0,9.0,0.0,0.0,8.0,100.0,7367006,8.0,1970-01-01T00:00:00,9.0,20.0,2017-02-15T17:42:04,4.0,7.0,19.0,11.0,1288196.0,586e4e46c3ffe70ead96b28a,customer
713,108000.0,saturday,9.0,6.0,2017-03-07T07:24:01,2015-01-19T22:32:11,0.0,170000.0,transfer bank,2017-03-06T08:21:38,46000.0,2017-03-07T11:31:58,19509.0,46000.0,9.0,0.0,0.0,2.0,100.0,2268179,2.0,1970-01-01T00:00:00,9.0,18.0,2016-11-21T09:41:09,10.0,772.0,142.0,9.0,216000.0,57767d877b685108788b53a8,customer
714,180000.0,sunday,4.0,1.0,2017-02-23T03:21:52,2016-12-17T15:18:29,1.0,210000.0,klikbca,2017-03-07T05:07:24,130000.0,2017-03-07T11:28:44,19509.0,130000.0,9.0,0.0,0.0,3.0,100.0,10228780,3.0,1970-01-01T00:00:00,9.0,19.0,1970-01-01T00:00:00,3.0,0.0,19.0,10.0,540000.0,58555745c3ffe70eada1923b,customer
715,257106.25,monday,11.0,8.0,2017-03-07T07:23:59,2014-04-24T20:45:44,6.0,1100000.0,briva,2017-02-28T00:38:31,19000.0,2017-03-07T12:52:39,19509.0,19000.0,9.0,3.0,18.7,13.0,81.3,937074,16.0,1970-01-01T00:00:00,9.0,24.0,2016-11-21T08:58:32,24.0,935.0,926.0,15.0,4113700.0,577672577b685164608b5f4e,customer
716,97000.0,sunday,7.0,1.0,2017-02-14T13:02:03,2016-12-08T15:16:03,0.0,113000.0,payment_method_instant,2017-03-07T06:58:13,113000.0,2017-03-07T12:57:53,19509.0,81000.0,9.0,0.0,0.0,2.0,100.0,9999885,2.0,1970-01-01T00:00:00,9.0,18.0,1970-01-01T00:00:00,1.0,86.0,4.0,9.0,194000.0,58497933c3ffe70eadd21f6b,customer
717,158250.0,wednesday,12.0,10.0,2017-03-02T03:13:40,2016-09-11T10:57:22,1.0,250000.0,indomaret / ceriamart,2017-03-07T06:22:03,100000.0,2017-03-07T12:37:46,19509.0,63000.0,9.0,0.0,0.0,4.0,100.0,10108906,4.0,1970-01-01T00:00:00,9.0,19.0,2016-11-13T12:03:50,10.0,79.0,235.0,10.0,633000.0,57d538928dbb1bd5b78b45bf,customer
718,383448.0625,tuesday,9.0,23.0,2017-03-07T07:23:59,2015-02-28T22:34:18,9.0,5650000.0,payment_method_instant,2017-03-04T16:54:23,155900.0,2017-03-07T12:37:57,19509.0,18900.0,9.0,0.0,0.0,32.0,100.0,2648005,32.0,1970-01-01T00:00:00,9.0,27.0,2016-11-18T13:39:36,9.0,535.0,642.0,18.0,12270338.0,577781867b685125788bd3ae,customer
719,91162.5,friday,6.0,2.0,2017-03-07T07:23:59,2016-08-23T10:02:59,2.0,243000.0,payment_method_deposit,2017-02-15T03:58:23,45000.0,2017-03-07T13:04:44,19509.0,16500.0,9.0,0.0,-25.0,10.0,125.0,11640263,8.0,1970-01-01T00:00:00,9.0,20.0,2017-02-06T05:36:24,8.0,63.0,193.0,11.0,729300.0,57bc1f538dbb1b754a8b4578,customer
